datetime,open,high,low,close,volume,open_interest
2026-02-05 09:15:00,25799.0,25812.7,25771.1,25792.6,174720,15494570
2026-02-05 09:20:00,25793.1,25793.1,25749.3,25752.2,209365,15528370
2026-02-05 09:25:00,25753.5,25769.0,25745.9,25767.0,147095,15570555
2026-02-05 09:30:00,25766.8,25796.0,25763.2,25768.7,99840,15599415
2026-02-05 09:35:00,25768.7,25784.0,25746.1,25763.4,96655,15623920
2026-02-05 09:40:00,25763.2,25765.7,25726.6,25730.3,147940,15702050
2026-02-05 09:45:00,25727.0,25730.0,25703.1,25719.9,207935,15807285
2026-02-05 09:50:00,25719.6,25728.0,25704.9,25710.0,152100,15834585
2026-02-05 09:55:00,25710.0,25728.1,25690.0,25723.4,156065,15927535
2026-02-05 10:00:00,25721.0,25727.7,25705.0,25724.3,69875,15962375
2026-02-05 10:05:00,25724.9,25732.5,25713.0,25718.0,59865,15979470
2026-02-05 10:10:00,25717.2,25748.0,25717.2,25745.0,63830,16007420
2026-02-05 10:15:00,25744.9,25750.0,25736.0,25749.9,50765,16026010
2026-02-05 10:20:00,25749.9,25777.7,25749.0,25768.0,99190,16024905
2026-02-05 10:25:00,25768.8,25778.0,25752.0,25754.5,55380,16011125
2026-02-05 10:30:00,25754.5,25756.9,25729.0,25742.5,63570,16033485
2026-02-05 10:35:00,25741.8,25748.6,25712.7,25720.0,92755,15810925
2026-02-05 10:40:00,25722.1,25737.4,25716.0,25723.0,54665,15843685
2026-02-05 10:45:00,25723.0,25729.4,25713.1,25720.1,32435,15847975
2026-02-05 10:50:00,25719.7,25726.9,25715.0,25716.0,34970,15847065
2026-02-05 10:55:00,25715.0,25721.9,25701.0,25715.1,59865,15875340
2026-02-05 11:00:00,25714.0,25729.0,25700.0,25724.6,54860,15907320
2026-02-05 11:05:00,25724.2,25743.3,25722.0,25742.3,40885,15910765
2026-02-05 11:10:00,25742.3,25757.2,25735.0,25748.1,51740,15910115
2026-02-05 11:15:00,25754.2,25755.0,25724.4,25724.8,26325,15918695
2026-02-05 11:20:00,25724.4,25738.9,25724.2,25730.0,22360,15928185
2026-02-05 11:25:00,25732.2,25742.2,25722.2,25739.7,35815,15940080
2026-02-05 11:30:00,25739.7,25749.9,25730.1,25734.1,36725,15957955
2026-02-05 11:35:00,25734.1,25753.3,25724.0,25749.2,21905,15961985
2026-02-05 11:40:00,25748.7,25754.9,25741.1,25750.1,17550,15815280
2026-02-05 11:45:00,25751.7,25751.8,25715.0,25721.5,30485,15824835
2026-02-05 11:50:00,25721.3,25732.8,25716.2,25729.7,21580,15833090
2026-02-05 11:55:00,25729.2,25737.0,25725.0,25736.6,6630,15838940
2026-02-05 12:00:00,25736.5,25742.0,25720.0,25735.2,11180,15845765
2026-02-05 12:05:00,25740.0,25741.9,25720.0,25725.7,17030,15846610
2026-02-05 12:10:00,25726.3,25731.3,25717.0,25720.7,23075,15861365
2026-02-05 12:15:00,25719.0,25720.5,25705.0,25705.0,33995,15879760
2026-02-05 12:20:00,25705.9,25714.7,25700.0,25707.0,44590,15879955
2026-02-05 12:25:00,25704.6,25716.6,25702.0,25712.7,35425,15893215
2026-02-05 12:30:00,25712.8,25725.6,25695.0,25712.0,51350,15917850
2026-02-05 12:35:00,25711.0,25721.0,25710.0,25714.0,31395,15926950
2026-02-05 12:40:00,25713.6,25720.0,25704.0,25706.0,30030,15944240
2026-02-05 12:45:00,25712.5,25721.0,25709.0,25716.9,18720,15950350
2026-02-05 12:50:00,25720.5,25728.5,25714.2,25721.6,30420,15960360
2026-02-05 12:55:00,25722.7,25737.2,25701.0,25733.0,34645,15971345
2026-02-05 13:00:00,25731.7,25734.2,25725.0,25729.4,15340,15975570
2026-02-05 13:05:00,25729.3,25735.0,25725.6,25734.9,26650,15978820
2026-02-05 13:10:00,25735.0,25737.0,25714.0,25721.0,17290,15982005
2026-02-05 13:15:00,25723.4,25739.5,25720.3,25733.8,21385,15982460
2026-02-05 13:20:00,25737.1,25739.4,25725.6,25727.5,29640,15986360
2026-02-05 13:25:00,25730.0,25730.0,25695.0,25696.0,52000,15993315
2026-02-05 13:30:00,25697.5,25719.0,25695.4,25718.3,31265,16000855
2026-02-05 13:35:00,25715.0,25733.8,25712.0,25730.0,29120,16009955
2026-02-05 13:40:00,25732.0,25732.0,25721.0,25721.1,22165,16017820
2026-02-05 13:45:00,25725.4,25735.0,25720.0,25730.0,23530,16018600
2026-02-05 13:50:00,25732.5,25735.2,25716.5,25719.4,23855,15881320
2026-02-05 13:55:00,25719.5,25724.0,25712.8,25721.0,29510,15887365
2026-02-05 14:00:00,25721.7,25728.9,25708.3,25715.0,31330,15892500
2026-02-05 14:05:00,25711.0,25714.9,25683.2,25688.5,98215,15920190
2026-02-05 14:10:00,25688.5,25690.0,25670.0,25680.3,125190,15944305
