open,high,low,close,volume,open_interest,datetime
26105.5,26168.1,26105.5,26160.0,75450,11443550,2024-09-26 09:15:00
26158.1,26162.2,26155.0,26157.0,37350,11443550,2024-09-26 09:16:00
26158.0,26178.0,26156.0,26170.0,33850,11443550,2024-09-26 09:17:00
26171.3,26175.05,26170.0,26175.05,34725,11451400,2024-09-26 09:18:00
26176.05,26179.85,26174.55,26177.85,25025,11451400,2024-09-26 09:19:00
26180.0,26193.0,26180.0,26190.95,54200,11451400,2024-09-26 09:20:00
26191.85,26195.0,26184.0,26187.9,43150,11476875,2024-09-26 09:21:00
26186.15,26192.6,26186.15,26188.55,26250,11476875,2024-09-26 09:22:00
26188.5,26196.35,26187.3,26190.15,45575,11476875,2024-09-26 09:23:00
26188.85,26189.25,26180.0,26185.0,33625,11482125,2024-09-26 09:24:00
26185.0,26185.9,26178.55,26185.3,51250,11482125,2024-09-26 09:25:00
26186.6,26191.5,26184.6,26188.1,38625,11482125,2024-09-26 09:26:00
26189.65,26191.45,26182.45,26186.6,44825,11513525,2024-09-26 09:27:00
26186.25,26190.5,26183.0,26189.0,24775,11513525,2024-09-26 09:28:00
26186.85,26208.0,26184.3,26195.25,55000,11513525,2024-09-26 09:29:00
26195.45,26199.3,26188.0,26188.0,22675,11572150,2024-09-26 09:30:00
26190.0,26192.0,26170.0,26173.85,36225,11572150,2024-09-26 09:31:00
26177.0,26184.0,26175.25,26183.55,23975,11572150,2024-09-26 09:32:00
26181.25,26187.85,26176.35,26179.4,15550,11607250,2024-09-26 09:33:00
26178.2,26181.95,26173.4,26179.8,30150,11607250,2024-09-26 09:34:00
26177.85,26184.95,26177.8,26183.5,24325,11607250,2024-09-26 09:35:00
26178.9,26187.0,26178.9,26187.0,23725,11633575,2024-09-26 09:36:00
26188.45,26190.0,26183.45,26186.9,18125,11633575,2024-09-26 09:37:00
26190.95,26194.8,26182.75,26194.8,24650,11633575,2024-09-26 09:38:00
26196.3,26200.0,26194.8,26198.75,25100,11667925,2024-09-26 09:39:00
26199.0,26199.5,26189.7,26194.95,18300,11667925,2024-09-26 09:40:00
26194.0,26198.0,26190.25,26190.25,32900,11667925,2024-09-26 09:41:00
26193.75,26197.9,26191.05,26194.1,22125,11715725,2024-09-26 09:42:00
26193.5,26194.75,26172.55,26176.2,19075,11715725,2024-09-26 09:43:00
26176.8,26184.95,26175.9,26179.95,26200,11715725,2024-09-26 09:44:00
26180.65,26184.9,26174.2,26179.65,33500,11750050,2024-09-26 09:45:00
26180.2,26191.75,26180.05,26191.75,14025,11750050,2024-09-26 09:46:00
26188.0,26193.3,26186.1,26192.45,13125,11750050,2024-09-26 09:47:00
26194.0,26200.0,26190.0,26200.0,20200,11786250,2024-09-26 09:48:00
26197.0,26205.0,26197.0,26200.75,18400,11786250,2024-09-26 09:49:00
26200.0,26203.8,26196.5,26200.0,15850,11786250,2024-09-26 09:50:00
26201.0,26210.0,26198.65,26198.65,23300,11818650,2024-09-26 09:51:00
26195.0,26202.75,26195.0,26199.1,9700,11818650,2024-09-26 09:52:00
26199.1,26201.95,26194.05,26199.1,152725,11818650,2024-09-26 09:53:00
26197.0,26200.35,26190.0,26190.5,14650,11974900,2024-09-26 09:54:00
26191.45,26197.4,26188.0,26192.25,9400,11974900,2024-09-26 09:55:00
26197.7,26200.0,26191.75,26195.0,7025,11974900,2024-09-26 09:56:00
26192.5,26195.55,26188.0,26192.9,9900,11986150,2024-09-26 09:57:00
26192.9,26199.95,26188.4,26191.1,9900,11986150,2024-09-26 09:58:00
26196.9,26199.8,26193.95,26199.6,9850,11986150,2024-09-26 09:59:00
26199.95,26201.95,26195.2,26199.0,9550,11997650,2024-09-26 10:00:00
26198.95,26202.0,26192.0,26194.5,9150,11997650,2024-09-26 10:01:00
26194.5,26202.05,26194.5,26197.4,14975,11997650,2024-09-26 10:02:00
26197.4,26199.95,26194.0,26195.2,10700,12009300,2024-09-26 10:03:00
26194.9,26202.0,26194.6,26194.6,21850,12009300,2024-09-26 10:04:00
26197.2,26199.65,26194.45,26199.5,38500,12009300,2024-09-26 10:05:00
26198.15,26203.8,26195.15,26195.15,17850,12059300,2024-09-26 10:06:00
26194.5,26201.75,26191.0,26201.75,19975,12059300,2024-09-26 10:07:00
26199.8,26201.9,26192.05,26195.65,12825,12059300,2024-09-26 10:08:00
26194.85,26224.0,26194.85,26223.1,39175,12080225,2024-09-26 10:09:00
26223.75,26224.75,26215.0,26215.45,19425,12080225,2024-09-26 10:10:00
26215.05,26223.0,26214.0,26223.0,17825,12080225,2024-09-26 10:11:00
