datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2015-04-21 09:15:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8439.9004,8459,8427.2998,8451.8496,176075,20434424,0
2015-04-21 09:16:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8451,8451.5498,8443.25,8445.2998,104750,20500050,1
2015-04-21 09:17:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8445,8445,8435.2002,8438.25,106350,20500050,2
2015-04-21 09:18:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8438.2002,8442,8436.0996,8436.0996,78600,20500050,3
2015-04-21 09:19:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8437.3496,8450.6504,8437.3496,8450.6504,60000,20572000,4
2015-04-21 09:20:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8447.4004,8456.5,8446.1504,8456,69075,20572000,5
2015-04-21 09:21:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8457.0498,8468.7002,8456.5,8467.2002,98525,20572000,6
2015-04-21 09:22:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8467.1504,8475.75,8463.5,8474.9502,140750,20598750,7
2015-04-21 09:23:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8475,8484.9502,8475,8477,173075,20598750,8
2015-04-21 09:24:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8476.2998,8489.9502,8474.3496,8489.2998,121075,20598750,9
2015-04-21 09:25:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8489.7998,8493.9004,8482.5498,8483.1504,94575,20658400,10
2015-04-21 09:26:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8482,8487.9004,8481,8485.7002,71850,20658400,11
2015-04-21 09:27:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8485.7998,8487.25,8480,8482.1504,69800,20658400,12
2015-04-21 09:28:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8482.5,8488.7998,8482.5,8488.0498,62550,20692050,13
2015-04-21 09:29:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8488,8494.2998,8485.5996,8493.9004,97200,20692050,14
2015-04-21 09:30:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8494.4004,8501,8489.9502,8497.5996,194875,20692050,15
2015-04-21 09:31:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8497.7002,8498.5498,8484.9502,8485,53600,20784424,16
2015-04-21 09:32:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8484.75,8486,8478,8479.2002,57175,20784424,17
2015-04-21 09:33:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8481,8482.5,8478.0498,8478.7998,24825,20784424,18
2015-04-21 09:34:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8480,8480.2002,8477.0996,8479.7002,24225,20807824,19
2015-04-21 09:35:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8479.9004,8481,8475.5996,8476.0498,42125,20807824,20
2015-04-21 09:36:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8476.75,8476.75,8466,8466.0498,78975,20807824,21
2015-04-21 09:37:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8466.9004,8466.9004,8461,8461.1504,77675,20810324,22
2015-04-21 09:38:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8461.9502,8464.2998,8460.2998,8464.2998,58225,20810324,23
2015-04-21 09:39:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8464.0996,8465.25,8463.5,8463.9502,27475,20810324,24
2015-04-21 09:40:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8463.5,8463.5,8456.0996,8458.0498,44425,20857824,25
2015-04-21 09:41:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8458.2002,8458.75,8457,8458,35625,20857824,26
2015-04-21 09:42:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8458,8463.7998,8457.2002,8461.5,49050,20857824,27
2015-04-21 09:43:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8461.5996,8462,8452.5,8453,37950,20868600,28
2015-04-21 09:44:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8453.6504,8458.3496,8453.0498,8458.2998,55000,20868600,29
2015-04-21 09:45:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8458.2002,8459.0498,8455.3496,8455.9004,38950,20868600,30
2015-04-21 09:46:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8456,8457.9502,8453.2998,8455.9502,23100,20877400,31
2015-04-21 09:47:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8456.75,8457.75,8452.2998,8456.2002,39325,20877400,32
2015-04-21 09:48:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8455.5,8456.9502,8453,8456.9502,42775,20877400,33
2015-04-21 09:49:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8456.4502,8463.75,8456.0996,8462.2002,36950,20891524,34
2015-04-21 09:50:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8464.4502,8464.4502,8460.9004,8461.9502,35175,20891524,35
2015-04-21 09:51:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8462,8464.8496,8461,8461.0498,13075,20891524,36
2015-04-21 09:52:00,NIFTY,NFO,Futures,30-APR-15,Others,0,8461.0498,8463.4004,8456.6504,8457.0498,15075,20903700,37
