datetime,open,high,low,close,volume,open_interest
2026-03-30 09:15:00,22609.5,22622.8,22470.4,22510.0,521040,9004840
2026-03-30 09:20:00,22510.0,22537.5,22485.5,22515.0,217165,8988135
2026-03-30 09:25:00,22515.0,22584.0,22500.9,22569.0,154310,8968245
2026-03-30 09:30:00,22569.9,22675.0,22558.8,22669.1,326495,8935420
2026-03-30 09:35:00,22670.0,22709.9,22656.0,22672.0,237250,8911825
2026-03-30 09:40:00,22672.0,22701.2,22643.7,22652.7,108095,8901880
2026-03-30 09:45:00,22653.5,22687.0,22621.0,22625.5,90610,8881535
2026-03-30 09:50:00,22623.6,22662.1,22611.1,22614.3,79885,8882965
2026-03-30 09:55:00,22611.2,22627.9,22581.0,22603.9,129740,8932235
2026-03-30 10:00:00,22603.2,22665.0,22592.5,22641.4,77545,8910850
2026-03-30 10:05:00,22641.4,22641.4,22581.0,22590.0,54275,8901945
2026-03-30 10:10:00,22587.0,22589.9,22540.0,22589.9,111085,8883355
2026-03-30 10:15:00,22588.0,22594.0,22542.0,22550.5,51415,8872760
2026-03-30 10:20:00,22545.7,22556.4,22526.9,22530.4,41600,8865675
2026-03-30 10:25:00,22529.4,22560.0,22525.0,22525.0,37440,8851570
2026-03-30 10:30:00,22529.1,22534.9,22512.0,22523.8,63050,8843185
2026-03-30 10:35:00,22523.8,22550.0,22517.0,22537.5,71110,8836750
2026-03-30 10:40:00,22537.5,22555.7,22503.1,22508.0,55835,8789495
2026-03-30 10:45:00,22509.0,22537.9,22503.9,22524.6,60060,8784295
2026-03-30 10:50:00,22524.0,22533.9,22482.7,22491.4,81640,8783255
2026-03-30 10:55:00,22486.9,22516.8,22475.5,22482.0,102505,8810165
2026-03-30 11:00:00,22481.0,22509.4,22480.0,22503.8,45305,8814780
2026-03-30 11:05:00,22498.7,22505.0,22455.7,22460.5,89895,8813480
2026-03-30 11:10:00,22460.5,22476.9,22444.1,22467.7,106405,8833435
2026-03-30 11:15:00,22470.7,22484.2,22463.0,22481.6,34970,8836230
2026-03-30 11:20:00,22475.0,22484.1,22464.5,22481.6,42705,8847150
2026-03-30 11:25:00,22479.5,22485.0,22456.7,22459.9,51090,8860280
2026-03-30 11:30:00,22459.8,22505.1,22448.9,22500.0,93730,8521955
2026-03-30 11:35:00,22499.3,22535.0,22498.0,22511.2,82355,8511685
2026-03-30 11:40:00,22512.0,22518.9,22480.6,22481.2,28340,8516430
2026-03-30 11:45:00,22481.2,22485.0,22455.0,22457.8,49855,8534825
2026-03-30 11:50:00,22458.9,22474.3,22443.6,22474.3,50765,8534175
2026-03-30 11:55:00,22473.1,22490.3,22461.5,22480.0,31460,8536190
2026-03-30 12:00:00,22484.0,22567.1,22475.0,22551.0,93405,8519225
2026-03-30 12:05:00,22551.0,22610.0,22546.4,22557.4,118300,8505510
2026-03-30 12:10:00,22557.4,22580.0,22553.2,22568.0,74685,8533265
2026-03-30 12:15:00,22567.9,22582.9,22552.0,22556.1,52780,8525595
2026-03-30 12:20:00,22559.0,22601.2,22525.3,22528.2,55835,8484385
2026-03-30 12:25:00,22530.0,22538.4,22495.0,22520.7,54080,8489195
2026-03-30 12:30:00,22520.7,22524.2,22500.0,22508.6,41405,8500895
2026-03-30 12:35:00,22511.4,22578.0,22510.0,22575.2,53690,8509150
2026-03-30 12:40:00,22573.6,22587.0,22560.0,22564.1,51285,8226465
2026-03-30 12:45:00,22562.5,22569.8,22528.2,22533.0,39065,8234525
2026-03-30 12:50:00,22530.1,22537.9,22480.0,22495.0,89895,8237645
2026-03-30 12:55:00,22495.0,22505.1,22483.5,22503.7,48230,8262280
2026-03-30 13:00:00,22502.0,22509.7,22480.0,22489.0,27755,8258055
2026-03-30 13:05:00,22489.0,22505.0,22481.3,22498.5,39130,8245900
2026-03-30 13:10:00,22495.7,22508.5,22475.4,22498.8,33345,8242325
2026-03-30 13:15:00,22496.3,22523.9,22484.7,22490.0,40560,8224905
2026-03-30 13:20:00,22486.4,22500.2,22483.0,22489.1,22230,8222565
2026-03-30 13:25:00,22490.0,22490.0,22452.1,22475.1,47970,8224710
2026-03-30 13:30:00,22477.0,22494.5,22463.3,22494.5,29445,8223280
2026-03-30 13:35:00,22490.0,22509.1,22476.1,22500.4,28990,8226075
2026-03-30 13:40:00,22502.7,22508.0,22452.9,22462.7,71825,8238880
2026-03-30 13:45:00,22465.0,22475.0,22442.2,22450.5,50440,8223410
2026-03-30 13:50:00,22448.7,22459.1,22420.0,22422.1,95680,8144825
2026-03-30 13:55:00,22422.0,22447.6,22421.0,22426.8,54015,8139365
2026-03-30 14:00:00,22428.0,22498.0,22425.5,22470.0,75595,8124740
2026-03-30 14:05:00,22466.5,22485.0,22456.6,22460.0,54405,8109660
2026-03-30 14:10:00,22456.1,22461.1,22420.9,22421.0,46930,8101405
2026-03-30 14:15:00,22421.9,22434.2,22411.6,22420.0,73190,8032895
2026-03-30 14:20:00,22420.0,22441.8,22388.9,22390.4,67405,8009170
2026-03-30 14:25:00,22390.2,22402.6,22376.1,22381.7,105690,7976020
2026-03-30 14:30:00,22385.1,22419.0,22367.0,22372.0,123110,7965425
2026-03-30 14:35:00,22368.0,22378.5,22355.5,22367.9,107900,7911345
2026-03-30 14:40:00,22368.0,22397.1,22365.0,22378.9,56420,7900750
2026-03-30 14:45:00,22375.0,22396.3,22346.7,22366.7,105300,7886450
2026-03-30 14:50:00,22365.9,22386.7,22351.9,22353.1,101595,7825090
2026-03-30 14:55:00,22352.8,22363.1,22333.9,22355.0,65520,7797855
2026-03-30 15:00:00,22349.2,22350.0,22290.0,22300.6,122785,7793500
2026-03-30 15:05:00,22301.5,22307.9,22285.8,22298.4,115050,7745270
2026-03-30 15:10:00,22297.1,22327.5,22296.6,22319.3,135785,7701720
2026-03-30 15:15:00,22320.0,22334.0,22316.5,22324.0,105950,7672015
2026-03-30 15:20:00,22325.0,22335.0,22324.0,22330.0,133510,7633210
2026-03-30 15:25:00,22330.0,22335.0,22327.8,22330.1,161005,7587775
