open,high,low,close,volume,open_interest,datetime
26401.1,26444.9,26400.5,26430.0,101250,13983375,2025-11-27 09:15:00
26431.9,26432.6,26413.5,26415.0,53925,13983375,2025-11-27 09:16:00
26417.3,26424.9,26411.0,26421.1,33375,13983375,2025-11-27 09:17:00
26420.2,26433.0,26415.0,26432.0,31425,13967025,2025-11-27 09:18:00
26432.0,26442.6,26432.0,26442.6,59700,13967025,2025-11-27 09:19:00
26440.0,26443.0,26437.6,26441.7,36975,13967025,2025-11-27 09:20:00
26441.0,26455.0,26439.0,26455.0,46800,13960725,2025-11-27 09:21:00
26460.0,26468.9,26455.7,26468.1,66900,13960725,2025-11-27 09:22:00
26462.0,26470.0,26462.0,26463.3,43275,13960725,2025-11-27 09:23:00
26463.3,26468.0,26452.4,26452.4,27450,13978725,2025-11-27 09:24:00
26451.3,26459.2,26440.9,26441.0,41325,13978725,2025-11-27 09:25:00
26440.3,26455.0,26440.3,26451.2,33000,13978725,2025-11-27 09:26:00
26450.0,26454.9,26444.1,26454.9,21975,13962600,2025-11-27 09:27:00
26455.0,26466.3,26450.1,26459.3,25500,13962600,2025-11-27 09:28:00
26460.3,26466.8,26451.7,26458.0,32250,13962600,2025-11-27 09:29:00
26458.0,26465.0,26447.6,26447.6,25725,13951875,2025-11-27 09:30:00
26448.2,26455.0,26448.2,26453.8,44550,13951875,2025-11-27 09:31:00
26453.4,26456.0,26452.0,26455.0,13875,13951875,2025-11-27 09:32:00
26453.0,26459.6,26450.0,26450.0,13575,13954650,2025-11-27 09:33:00
26451.3,26459.7,26450.0,26459.7,8775,13954650,2025-11-27 09:34:00
26453.5,26460.0,26452.8,26455.0,24975,13954650,2025-11-27 09:35:00
26457.0,26460.0,26451.0,26455.0,6750,13962600,2025-11-27 09:36:00
26451.0,26455.2,26450.0,26450.1,14100,13962600,2025-11-27 09:37:00
26451.3,26456.9,26445.0,26447.8,15300,13962600,2025-11-27 09:38:00
26448.4,26453.3,26430.1,26430.1,21600,13965750,2025-11-27 09:39:00
26425.0,26426.3,26413.3,26415.1,46050,13965750,2025-11-27 09:40:00
26414.2,26439.7,26414.2,26420.2,51675,13965750,2025-11-27 09:41:00
26422.2,26428.8,26415.1,26415.1,39600,13965750,2025-11-27 09:42:00
26415.5,26423.9,26404.8,26406.8,34800,13955550,2025-11-27 09:43:00
26407.4,26425.0,26404.3,26425.0,25050,13955550,2025-11-27 09:44:00
26424.9,26424.9,26410.4,26415.9,15300,13955550,2025-11-27 09:45:00
26420.5,26423.4,26405.7,26416.9,15750,13968675,2025-11-27 09:46:00
26422.0,26430.0,26420.0,26430.0,14475,13968675,2025-11-27 09:47:00
26430.0,26434.4,26425.0,26432.2,9000,13968675,2025-11-27 09:48:00
26431.9,26434.2,26427.0,26434.2,5175,13972350,2025-11-27 09:49:00
26434.2,26434.3,26425.0,26431.0,12525,13972350,2025-11-27 09:50:00
26433.0,26437.9,26430.0,26437.9,11775,13972350,2025-11-27 09:51:00
26437.9,26445.8,26437.0,26442.0,14250,13983225,2025-11-27 09:52:00
26442.0,26446.0,26440.0,26444.0,9000,13983225,2025-11-27 09:53:00
26449.0,26449.0,26440.0,26440.0,10200,13983225,2025-11-27 09:54:00
26442.2,26448.0,26436.1,26448.0,6675,13990800,2025-11-27 09:55:00
26448.0,26449.9,26444.9,26449.0,6075,13990800,2025-11-27 09:56:00
26445.4,26457.5,26445.3,26450.0,19950,13990800,2025-11-27 09:57:00
26450.0,26454.9,26448.8,26452.8,7500,13986825,2025-11-27 09:58:00
26454.0,26465.0,26454.0,26462.8,22500,13986825,2025-11-27 09:59:00
26464.8,26473.2,26464.8,26465.1,26550,13986825,2025-11-27 10:00:00
26465.5,26470.0,26460.0,26464.0,9150,13983300,2025-11-27 10:01:00
26460.1,26474.9,26457.2,26474.5,19725,13983300,2025-11-27 10:02:00
26476.2,26478.0,26466.5,26473.7,29325,13983300,2025-11-27 10:03:00
26474.0,26477.0,26470.0,26475.0,13650,13985550,2025-11-27 10:04:00
26470.0,26475.0,26469.3,26472.0,8625,13985550,2025-11-27 10:05:00
26473.5,26476.9,26471.9,26476.9,12075,13985550,2025-11-27 10:06:00
26474.0,26478.2,26471.2,26478.2,17700,13990875,2025-11-27 10:07:00
26478.8,26479.9,26470.0,26470.0,19050,13990875,2025-11-27 10:08:00
26469.1,26471.8,26463.1,26463.1,12225,13990875,2025-11-27 10:09:00
26469.0,26470.3,26453.2,26454.2,14400,13995450,2025-11-27 10:10:00
26455.0,26457.0,26445.0,26446.0,17250,13995450,2025-11-27 10:11:00
26446.0,26457.9,26445.0,26457.9,12000,13995450,2025-11-27 10:12:00
26457.0,26463.9,26451.9,26463.5,6750,13988250,2025-11-27 10:13:00
26463.5,26466.1,26460.0,26460.0,6300,13988250,2025-11-27 10:14:00
26463.0,26466.9,26460.0,26465.0,4650,13988250,2025-11-27 10:15:00
26460.9,26464.0,26455.0,26455.0,4275,13995750,2025-11-27 10:16:00
26455.0,26460.6,26452.8,26458.6,5400,13995750,2025-11-27 10:17:00
26451.8,26461.0,26451.0,26459.0,4650,13995750,2025-11-27 10:18:00
26459.0,26462.1,26454.7,26461.5,4050,13997400,2025-11-27 10:19:00
26462.9,26462.9,26458.0,26462.1,4350,13997400,2025-11-27 10:20:00
26462.1,26467.4,26458.0,26467.4,4875,13997400,2025-11-27 10:21:00
26463.6,26468.0,26458.1,26460.1,4875,14002800,2025-11-27 10:22:00
26464.0,26465.0,26458.1,26464.1,4275,14002800,2025-11-27 10:23:00
26465.0,26465.0,26454.2,26454.2,10650,14002800,2025-11-27 10:24:00
26453.2,26457.0,26450.1,26451.0,2550,14002800,2025-11-27 10:25:00
26451.0,26456.8,26450.0,26456.1,6375,14002800,2025-11-27 10:26:00
