datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2023-06-05 09:15:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18707.3,18707.3,18692.05,18701.6,162700,9081600,0
2023-06-05 09:16:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18703.75,18714.5,18703.75,18708.65,69200,9081600,1
2023-06-05 09:17:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18710,18711.15,18705.05,18706.4,38850,9090450,2
2023-06-05 09:18:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18706.55,18710.95,18706,18708,41250,9090450,3
2023-06-05 09:19:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18706.2,18708,18695.4,18701.35,34050,9090450,4
2023-06-05 09:20:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18700,18705.9,18692.5,18697.9,43500,9089700,5
2023-06-05 09:21:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18697.6,18700,18688,18693.5,34700,9089700,6
2023-06-05 09:22:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18695.2,18696.9,18685.1,18690.4,21200,9089700,7
2023-06-05 09:23:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18690.55,18698,18690.55,18698,19400,9112000,8
2023-06-05 09:24:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18698,18707.6,18698,18705,33050,9112000,9
2023-06-05 09:25:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18706,18708.75,18701.8,18705,24550,9112000,10
2023-06-05 09:26:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18705.55,18705.55,18691.6,18696,16750,9131550,11
2023-06-05 09:27:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18696,18696,18689.15,18692.1,14000,9131550,12
2023-06-05 09:28:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18689.3,18701.1,18689.1,18700.4,15350,9131550,13
2023-06-05 09:29:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18700.5,18701.7,18695,18699.85,13050,9139600,14
2023-06-05 09:30:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18698.7,18706.7,18698,18698,37400,9139600,15
2023-06-05 09:31:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18698,18700.6,18690,18693,13400,9139600,16
2023-06-05 09:32:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18690,18694.95,18690,18694.95,13050,9148200,17
2023-06-05 09:33:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18691.1,18694.95,18683,18687.7,25000,9148200,18
2023-06-05 09:34:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18687.7,18687.7,18680,18680.5,28000,9148200,19
2023-06-05 09:35:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18679.45,18688,18677,18685.85,24100,9164800,20
2023-06-05 09:36:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18686.45,18688.95,18677,18687.7,19500,9164800,21
2023-06-05 09:37:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18689.95,18698.9,18689.7,18694,14250,9164800,22
2023-06-05 09:38:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18694.95,18702,18693.6,18701.25,18550,9169650,23
2023-06-05 09:39:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18699.55,18702,18693.75,18695.9,11950,9169650,24
2023-06-05 09:40:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18696,18697.65,18691.4,18692.7,9550,9169650,25
2023-06-05 09:41:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18695,18696,18688,18688,6650,9179150,26
2023-06-05 09:42:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18689.9,18695.95,18688.5,18695.85,5950,9179150,27
2023-06-05 09:43:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18695.5,18699.4,18692,18692.65,6300,9179150,28
2023-06-05 09:44:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18690.7,18697.7,18689,18697.7,4400,9179750,29
2023-06-05 09:45:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18697.2,18706,18695.65,18705.95,25500,9179750,30
2023-06-05 09:46:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18704.5,18704.8,18695.55,18698.75,14400,9179750,31
2023-06-05 09:47:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18700,18705,18696.55,18704.9,6550,9194600,32
2023-06-05 09:48:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18704.45,18708,18701.55,18704.35,13150,9194600,33
2023-06-05 09:49:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18703.8,18707,18701,18705,11550,9194600,34
2023-06-05 09:50:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18703.15,18706.9,18703,18705.7,4500,9203900,35
2023-06-05 09:51:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18704.05,18706.5,18702,18702,7750,9203900,36
2023-06-05 09:52:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18701.5,18702,18699.15,18701.3,7500,9203900,37
2023-06-05 09:53:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18699.65,18701.1,18695,18701.1,6050,9210250,38
2023-06-05 09:54:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18700,18703.7,18697,18702.2,6700,9210250,39
2023-06-05 09:55:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18702.05,18705.3,18700.1,18702,5150,9210250,40
2023-06-05 09:56:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18704.4,18708,18701.2,18705.95,8600,9216900,41
2023-06-05 09:57:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18707.8,18707.95,18703,18705.6,3650,9216900,42
2023-06-05 09:58:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18704.8,18707.5,18704.1,18705.05,4100,9216900,43
2023-06-05 09:59:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18706,18710.9,18706,18708,22500,9213950,44
2023-06-05 10:00:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18707,18710,18706.95,18707.95,7000,9213950,45
2023-06-05 10:01:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18708.5,18711.9,18708.1,18710.7,10050,9213950,46
2023-06-05 10:02:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18710,18712,18706.05,18706.4,12100,9216850,47
2023-06-05 10:03:00,NIFTY,NFO,Futures,28-JUN-23,Others,0,18705,18708.95,18703.05,18708.95,6450,9216850,48
