datetime,open,high,low,close,volume,open_interest
2026-06-16 09:15:00,23956.0,23970.0,23930.3,23963.7,245765,17804995
2026-06-16 09:20:00,23963.7,23969.3,23943.1,23952.6,72345,17824430
2026-06-16 09:25:00,23950.0,23967.5,23944.9,23966.4,88595,17823000
2026-06-16 09:30:00,23967.0,23978.0,23956.7,23969.8,83915,17815265
2026-06-16 09:35:00,23972.0,23980.0,23956.0,23961.7,73125,17836390
2026-06-16 09:40:00,23962.6,23965.0,23943.0,23952.4,43875,17835480
2026-06-16 09:45:00,23952.4,23970.0,23945.5,23965.0,32045,17835025
2026-06-16 09:50:00,23961.4,23966.9,23945.5,23965.1,20215,17833010
2026-06-16 09:55:00,23962.0,23968.3,23955.0,23965.0,17485,17832360
2026-06-16 10:00:00,23965.0,23974.0,23936.0,23940.0,32045,17825405
2026-06-16 10:05:00,23936.9,23954.9,23930.0,23939.9,33475,17829045
2026-06-16 10:10:00,23936.0,23943.9,23929.0,23935.0,19565,17828135
2026-06-16 10:15:00,23936.0,23955.0,23935.0,23951.0,18915,17821505
2026-06-16 10:20:00,23952.0,23974.5,23946.0,23960.0,29185,17810780
2026-06-16 10:25:00,23964.0,23968.0,23949.0,23968.0,12480,17809870
2026-06-16 10:30:00,23969.0,23973.8,23961.0,23968.2,24115,17804345
2026-06-16 10:35:00,23970.0,23992.2,23965.0,23984.0,54665,17797325
2026-06-16 10:40:00,23984.6,23990.0,23977.6,23980.5,22425,17795440
2026-06-16 10:45:00,23980.1,23999.0,23978.6,23998.0,42835,17785495
2026-06-16 10:50:00,23998.0,23999.0,23982.7,23985.0,23270,17783480
2026-06-16 10:55:00,23985.0,23998.9,23980.0,23988.5,33215,17779775
2026-06-16 11:00:00,23987.0,23988.9,23966.0,23966.0,32435,17781010
2026-06-16 11:05:00,23966.0,23977.0,23960.0,23965.5,24440,17776265
2026-06-16 11:10:00,23966.5,23967.0,23950.0,23954.4,20215,17771455
2026-06-16 11:15:00,23958.0,23970.0,23942.1,23949.9,20475,17768010
2026-06-16 11:20:00,23950.0,23967.9,23941.0,23959.9,35295,17774770
2026-06-16 11:25:00,23967.9,23970.0,23945.5,23956.0,11765,17772235
2026-06-16 11:30:00,23946.9,23956.0,23944.3,23955.7,15340,17774445
2026-06-16 11:35:00,23956.0,23959.7,23937.2,23948.9,21385,17775550
2026-06-16 11:40:00,23949.0,23959.0,23940.1,23944.7,14885,17773600
2026-06-16 11:45:00,23942.5,23959.0,23942.1,23958.4,12610,17772105
2026-06-16 11:50:00,23958.3,23969.0,23946.1,23948.4,17550,17770350
2026-06-16 11:55:00,23948.3,23960.0,23933.8,23945.8,49920,17798170
2026-06-16 12:00:00,23946.5,23959.7,23930.0,23935.9,69095,17833140
2026-06-16 12:05:00,23936.0,23952.8,23933.6,23950.0,53170,17834180
2026-06-16 12:10:00,23940.4,23950.0,23936.6,23936.6,49205,17833400
2026-06-16 12:15:00,23944.8,23944.8,23930.0,23934.0,17615,17820725
2026-06-16 12:20:00,23934.7,23940.0,23920.0,23934.6,38740,17805515
2026-06-16 12:25:00,23935.6,23960.0,23930.8,23953.3,31395,17802135
2026-06-16 12:30:00,23955.0,23965.0,23942.0,23945.1,26000,17796740
2026-06-16 12:35:00,23944.9,23959.0,23942.3,23948.0,26065,17809155
2026-06-16 12:40:00,23947.8,23957.0,23936.3,23937.6,16900,17817475
2026-06-16 12:45:00,23946.0,23956.6,23935.2,23946.2,21645,17804475
2026-06-16 12:50:00,23947.0,23957.7,23930.0,23935.4,50245,17829110
2026-06-16 12:55:00,23935.2,23953.0,23931.4,23942.0,60515,17851405
