open,high,low,close,volume,open_interest,datetime
25695.0,25725.0,25660.2,25717.7,215850,14840700,2025-06-27 09:15:00
25719.0,25724.0,25700.0,25702.3,93675,14840700,2025-06-27 09:16:00
25702.3,25708.9,25692.6,25700.0,59700,14840700,2025-06-27 09:17:00
25701.0,25711.6,25690.1,25709.5,41625,14867700,2025-06-27 09:18:00
25710.7,25710.8,25698.1,25708.2,26625,14867700,2025-06-27 09:19:00
25707.9,25712.0,25692.9,25697.8,76275,14867700,2025-06-27 09:20:00
25697.8,25700.0,25688.0,25688.0,31350,14927775,2025-06-27 09:21:00
25688.0,25692.2,25685.6,25690.0,21150,14927775,2025-06-27 09:22:00
25690.0,25696.0,25687.6,25692.0,21150,14927775,2025-06-27 09:23:00
25690.2,25699.0,25680.7,25698.2,22050,14935575,2025-06-27 09:24:00
25699.1,25699.9,25687.1,25689.9,24675,14935575,2025-06-27 09:25:00
25689.8,25698.0,25682.1,25694.9,31125,14935575,2025-06-27 09:26:00
25693.0,25697.7,25675.0,25678.0,41550,14926725,2025-06-27 09:27:00
25678.0,25681.0,25670.1,25670.5,27300,14926725,2025-06-27 09:28:00
25670.2,25671.5,25655.0,25655.0,40950,14926725,2025-06-27 09:29:00
25653.0,25656.0,25635.0,25642.8,60825,14919450,2025-06-27 09:30:00
25642.8,25656.0,25640.0,25644.4,43950,14919450,2025-06-27 09:31:00
25644.6,25673.7,25643.0,25673.7,29175,14919450,2025-06-27 09:32:00
25671.5,25679.9,25668.2,25671.9,54225,14922075,2025-06-27 09:33:00
25671.0,25680.0,25663.0,25678.7,30300,14922075,2025-06-27 09:34:00
25679.2,25688.0,25672.1,25688.0,50550,14922075,2025-06-27 09:35:00
25688.0,25690.0,25677.7,25681.7,57675,14959200,2025-06-27 09:36:00
25684.7,25687.4,25666.4,25666.4,37875,14959200,2025-06-27 09:37:00
25669.0,25679.9,25664.5,25679.0,23925,14959200,2025-06-27 09:38:00
25679.9,25683.4,25673.0,25674.2,30225,15004500,2025-06-27 09:39:00
25674.6,25677.4,25666.2,25672.5,13200,15004500,2025-06-27 09:40:00
25668.2,25679.9,25661.0,25679.6,19425,15004500,2025-06-27 09:41:00
25679.6,25679.9,25665.0,25665.1,8325,15016650,2025-06-27 09:42:00
25667.5,25669.5,25660.0,25662.3,21300,15016650,2025-06-27 09:43:00
25662.8,25667.4,25651.5,25651.8,28425,15016650,2025-06-27 09:44:00
25652.0,25656.7,25644.8,25648.8,37425,15012000,2025-06-27 09:45:00
25649.8,25670.0,25648.8,25667.0,18000,15012000,2025-06-27 09:46:00
25666.1,25674.1,25654.2,25659.0,53025,15012000,2025-06-27 09:47:00
25659.0,25668.8,25656.0,25660.5,19500,15048825,2025-06-27 09:48:00
25662.5,25665.0,25651.0,25655.0,11850,15048825,2025-06-27 09:49:00
25655.0,25665.0,25655.0,25662.3,8100,15048825,2025-06-27 09:50:00
25661.2,25662.1,25651.0,25655.0,11850,15047625,2025-06-27 09:51:00
25655.6,25675.0,25653.8,25674.8,16425,15047625,2025-06-27 09:52:00
25674.9,25686.0,25674.9,25684.1,18750,15047625,2025-06-27 09:53:00
25680.4,25687.9,25680.1,25686.7,11925,15055875,2025-06-27 09:54:00
25684.7,25685.4,25675.0,25678.0,9825,15055875,2025-06-27 09:55:00
25676.8,25679.0,25665.0,25665.6,7350,15055875,2025-06-27 09:56:00
25670.0,25670.0,25655.6,25655.6,7050,15061650,2025-06-27 09:57:00
25655.0,25658.5,25653.7,25658.0,10425,15061650,2025-06-27 09:58:00
25656.0,25660.0,25654.1,25654.5,7425,15061650,2025-06-27 09:59:00
25658.0,25665.0,25655.5,25664.8,8025,15059700,2025-06-27 10:00:00
25664.8,25670.0,25664.0,25667.4,7950,15059700,2025-06-27 10:01:00
25667.5,25667.5,25661.7,25666.0,8025,15059700,2025-06-27 10:02:00
25666.0,25674.0,25663.6,25672.2,8850,15064500,2025-06-27 10:03:00
25671.9,25674.5,25670.0,25674.5,5175,15064500,2025-06-27 10:04:00
25671.9,25684.9,25671.9,25677.2,34575,15064500,2025-06-27 10:05:00
25680.1,25680.9,25675.7,25677.6,7500,15064425,2025-06-27 10:06:00
25677.6,25680.0,25675.0,25675.1,7875,15064425,2025-06-27 10:07:00
25677.8,25678.6,25670.0,25675.0,7200,15064425,2025-06-27 10:08:00
25675.0,25678.0,25670.9,25670.9,6825,15065250,2025-06-27 10:09:00
25671.2,25680.0,25671.0,25673.1,6150,15065250,2025-06-27 10:10:00
25678.2,25680.0,25673.1,25679.0,4050,15065250,2025-06-27 10:11:00
25676.0,25678.1,25671.2,25673.8,4575,15065475,2025-06-27 10:12:00
25673.5,25684.9,25670.1,25684.9,6900,15065475,2025-06-27 10:13:00
